tweet_id,timestamp,source,name,predicted_breed,prediction_success,prediction_cl,retweet_count,favorite_count,dog_stage,new_rating,jpg_url,text
892420643555336193,2017-08-01 16:23:56,Twitter for iPhone,Phineas,orange,False,0.0970486,7696,36145,,13,https://pbs.twimg.com/media/DGKD1-bXoAAIAUK.jpg,This is Phineas. He's a mystical boy. Only ever appears in the hole of a donut. 13/10 https://t.co/MgUWQ76dJU
892177421306343426,2017-08-01 00:17:27,Twitter for iPhone,Tilly,Chihuahua,True,0.323581,5692,31169,,13,https://pbs.twimg.com/media/DGGmoV4XsAAUL6n.jpg,"This is Tilly. She's just checking pup on you. Hopes you're doing ok. If not, she's available for pats, snugs, boops, the whole bit. 13/10 https://t.co/0Xxu71qeIV"
891815181378084864,2017-07-31 00:18:03,Twitter for iPhone,Archie,Chihuahua,True,0.716012,3774,23485,,12,https://pbs.twimg.com/media/DGBdLU1WsAANxJ9.jpg,This is Archie. He is a rare Norwegian Pouncing Corgo. Lives in the tall grass. You never know when one may strike. 12/10 https://t.co/wUnZnhtVJB
891689557279858688,2017-07-30 15:58:51,Twitter for iPhone,Darla,paper_towel,False,0.17027799999999998,7861,39433,,13,https://pbs.twimg.com/media/DF_q7IAWsAEuuN8.jpg,This is Darla. She commenced a snooze mid meal. 13/10 happens to the best of us https://t.co/tD36da7qLQ
891327558926688256,2017-07-29 16:00:24,Twitter for iPhone,Franklin,basset,True,0.555712,8470,37652,,12,https://pbs.twimg.com/media/DF6hr6BUMAAzZgT.jpg,"This is Franklin. He would like you to stop calling him ""cute."" He is a very fierce shark and should be respected as such. 12/10 #BarkWeek https://t.co/AtUZn91f7f"
891087950875897856,2017-07-29 00:08:17,Twitter for iPhone,,Chesapeake_Bay_retriever,True,0.425595,2837,18975,,13,https://pbs.twimg.com/media/DF3HwyEWsAABqE6.jpg,Here we have a majestic great white breaching off South Africa's coast. Absolutely h*ckin breathtaking. 13/10 (IG: tucker_marlo) #BarkWeek https://t.co/kQ04fDDRmh
890971913173991426,2017-07-28 16:27:12,Twitter for iPhone,Jax,Appenzeller,True,0.34170300000000003,1847,11044,,13,https://pbs.twimg.com/media/DF1eOmZXUAALUcq.jpg,"Meet Jax. He enjoys ice cream so much he gets nervous around it. 13/10 help Jax enjoy more things by clicking below

https://t.co/Zr4hWfAs1H https://t.co/tVJBRMnhxl"
890729181411237888,2017-07-28 00:22:40,Twitter for iPhone,,Pomeranian,True,0.566142,17175,60892,,13,https://pbs.twimg.com/media/DFyBahAVwAAhUTd.jpg,When you watch your owner call another dog a good boy but then they turn back to you and say you're a great boy. 13/10 https://t.co/v0nONBcwxq
890609185150312448,2017-07-27 16:25:51,Twitter for iPhone,Zoey,Irish_terrier,True,0.487574,3911,26101,,13,https://pbs.twimg.com/media/DFwUU__XcAEpyXI.jpg,This is Zoey. She doesn't want to be one of the scary sharks. Just wants to be a snuggly pettable boatpet. 13/10 #BarkWeek https://t.co/9TwLuAGH0b
890240255349198849,2017-07-26 15:59:51,Twitter for iPhone,Cassie,Pembroke,True,0.511319,6679,29835,doggo,14,https://pbs.twimg.com/media/DFrEyVuW0AAO3t9.jpg,This is Cassie. She is a college pup. Studying international doggo communication and stick theory. 14/10 so elegant much sophisticate https://t.co/t1bfwz5S2A
890006608113172480,2017-07-26 00:31:25,Twitter for iPhone,Koda,Samoyed,True,0.957979,6669,28726,,13,https://pbs.twimg.com/media/DFnwSY4WAAAMliS.jpg,This is Koda. He is a South Australian deckshark. Deceptively deadly. Frighteningly majestic. 13/10 would risk a petting #BarkWeek https://t.co/dVPW0B0Mme
889880896479866881,2017-07-25 16:11:53,Twitter for iPhone,Bruno,French_bulldog,True,0.377417,4541,26144,,13,https://pbs.twimg.com/media/DFl99B1WsAITKsg.jpg,This is Bruno. He is a service shark. Only gets out of the water to assist you. 13/10 terrifyingly good boy https://t.co/u1XPQMl29g
889665388333682689,2017-07-25 01:55:32,Twitter for iPhone,,Pembroke,True,0.966327,9108,44982,puppo,13,https://pbs.twimg.com/media/DFi579UWsAAatzw.jpg,Here's a puppo that seems to be on the fence about something haha no but seriously someone help her. 13/10 https://t.co/BxvuXk0UCm
889638837579907072,2017-07-25 00:10:02,Twitter for iPhone,Ted,French_bulldog,True,0.99165,4083,25329,,12,https://pbs.twimg.com/media/DFihzFfXsAYGDPR.jpg,This is Ted. He does his best. Sometimes that's not enough. But it's ok. 12/10 would assist https://t.co/f8dEDcrKSR
889531135344209921,2017-07-24 17:02:04,Twitter for iPhone,Stuart,golden_retriever,True,0.953442,2054,14180,puppo,13,https://pbs.twimg.com/media/DFg_2PVW0AEHN3p.jpg,This is Stuart. He's sporting his favorite fanny pack. Secretly filled with bones only. 13/10 puppared puppo #BarkWeek https://t.co/y70o6h3isq
889278841981685760,2017-07-24 00:19:32,Twitter for iPhone,Oliver,whippet,True,0.626152,4855,23607,,13,https://pbs.twimg.com/ext_tw_video_thumb/889278779352338437/pu/img/VlbFB3v8H8VwzVNY.jpg,This is Oliver. You're witnessing one of his many brutal attacks. Seems to be playing with his victim. 13/10 fr*ckin frightening #BarkWeek https://t.co/WpHvrQedPb
888917238123831296,2017-07-23 00:22:39,Twitter for iPhone,Jim,golden_retriever,True,0.714719,4097,27239,,12,https://pbs.twimg.com/media/DFYRgsOUQAARGhO.jpg,This is Jim. He found a fren. Taught him how to sit like the good boys. 12/10 for both https://t.co/chxruIOUJN
888804989199671297,2017-07-22 16:56:37,Twitter for iPhone,Zeke,golden_retriever,True,0.46976,3863,23959,,13,https://pbs.twimg.com/media/DFWra-3VYAA2piG.jpg,This is Zeke. He has a new stick. Very proud of it. Would like you to throw it for him without taking it. 13/10 would do my best https://t.co/HTQ77yNQ5K
888554962724278272,2017-07-22 00:23:06,Twitter for iPhone,Ralphus,Siberian_husky,True,0.700377,3172,18492,,13,https://pbs.twimg.com/media/DFTH_O-UQAACu20.jpg,This is Ralphus. He's powering up. Attempting maximum borkdrive. 13/10 inspirational af https://t.co/YnYAFCTTiK
888078434458587136,2017-07-20 16:49:33,Twitter for iPhone,Gerald,French_bulldog,True,0.995026,3158,20396,,12,https://pbs.twimg.com/media/DFMWn56WsAAkA7B.jpg,This is Gerald. He was just told he didn't get the job he interviewed for. A h*ckin injustice. 12/10 didn't want the job anyway https://t.co/DK7iDPfuRX
887705289381826560,2017-07-19 16:06:48,Twitter for iPhone,Jeffrey,basset,True,0.821664,4906,28323,,13,https://pbs.twimg.com/media/DFHDQBbXgAEqY7t.jpg,This is Jeffrey. He has a monopoly on the pool noodles. Currently running a 'boop for two' midweek sale. 13/10 h*ckin strategic https://t.co/PhrUk20Q64
887517139158093824,2017-07-19 03:39:09,Twitter for iPhone,,limousine,False,0.130432,10726,43428,,14,https://pbs.twimg.com/ext_tw_video_thumb/887517108413886465/pu/img/WanJKwssZj4VJvL9.jpg,I've yet to rate a Venezuelan Hover Wiener. This is such an honor. 14/10 paw-inspiring af (IG: roxy.thedoxy) https://t.co/20VrLAA8ba
887473957103951883,2017-07-19 00:47:34,Twitter for iPhone,Canela,Pembroke,True,0.809197,16376,64356,,13,https://pbs.twimg.com/media/DFDw2tyUQAAAFke.jpg,This is Canela. She attempted some fancy porch pics. They were unsuccessful. 13/10 someone help her https://t.co/cLyzpcUcMX
887343217045368832,2017-07-18 16:08:03,Twitter for iPhone,,Mexican_hairless,True,0.330741,9539,31514,,13,https://pbs.twimg.com/ext_tw_video_thumb/887343120832229379/pu/img/6HSuFrW1lzI_9Mht.jpg,You may not have known you needed to see this today. 13/10 please enjoy (IG: emmylouroo) https://t.co/WZqNqygEyV
887101392804085760,2017-07-18 00:07:08,Twitter for iPhone,,Samoyed,True,0.733942,5434,28671,,12,https://pbs.twimg.com/media/DE-eAq6UwAA-jaE.jpg,This... is a Jubilant Antarctic House Bear. We only rate dogs. Please only send dogs. Thank you... 12/10 would suffocate in floof https://t.co/4Ad1jzJSdp
886983233522544640,2017-07-17 16:17:36,Twitter for iPhone,Maya,Chihuahua,True,0.793469,6987,32689,,13,https://pbs.twimg.com/media/DE8yicJW0AAAvBJ.jpg,This is Maya. She's very shy. Rarely leaves her cup. 13/10 would find her an environment to thrive in https://t.co/I6oNy0CgiT
886736880519319552,2017-07-16 23:58:41,Twitter for iPhone,Mingus,kuvasz,True,0.309706,2931,11228,,13,https://pbs.twimg.com/media/DE5Se8FXcAAJFx4.jpg,"This is Mingus. He's a wonderful father to his smol pup. Confirmed 13/10, but he needs your help

https://t.co/bVi0Yr4Cff https://t.co/ISvKOSkd5b"
886680336477933568,2017-07-16 20:14:00,Twitter for iPhone,Derek,convertible,False,0.738995,4078,21050,,13,https://pbs.twimg.com/media/DE4fEDzWAAAyHMM.jpg,This is Derek. He's late for a dog meeting. 13/10 pet...al to the metal https://t.co/BCoWue0abA
886366144734445568,2017-07-15 23:25:31,Twitter for iPhone,Roscoe,French_bulldog,True,0.999201,2885,19790,pupper,12,https://pbs.twimg.com/media/DE0BTnQUwAApKEH.jpg,This is Roscoe. Another pupper fallen victim to spontaneous tongue ejections. Get the BlepiPen immediate. 12/10 deep breaths Roscoe https://t.co/RGE08MIJox
886258384151887873,2017-07-15 16:17:19,Twitter for iPhone,Waffles,pug,True,0.943575,5755,26209,,13,https://pbs.twimg.com/media/DEyfTG4UMAE4aE9.jpg,This is Waffles. His doggles are pupside down. Unsure how to fix. 13/10 someone assist Waffles https://t.co/xZDA9Qsq1O
885984800019947520,2017-07-14 22:10:11,Twitter for iPhone,Jimbo,Blenheim_spaniel,True,0.972494,6120,30491,,12,https://pbs.twimg.com/media/DEumeWWV0AA-Z61.jpg,Viewer discretion advised. This is Jimbo. He will rip ur finger right h*ckin off. Other dog clearly an accessory. 12/10 pls pet with caution https://t.co/BuveP0uMF1
885528943205470208,2017-07-13 15:58:47,Twitter for iPhone,Maisey,pug,True,0.369275,5824,33658,,13,https://pbs.twimg.com/media/DEoH3yvXgAAzQtS.jpg,This is Maisey. She fell asleep mid-excavation. Happens to the best of us. 13/10 would pat noggin approvingly https://t.co/tp1kQ8i9JF
885167619883638784,2017-07-12 16:03:00,Twitter for iPhone,,malamute,True,0.8124819999999999,3984,20500,,13,https://pbs.twimg.com/media/DEi_N9qXYAAgEEw.jpg,Here we have a corgi undercover as a malamute. Pawbably doing important investigative work. Zero control over tongue happenings. 13/10 https://t.co/44ItaMubBf
884925521741709313,2017-07-12 00:01:00,Twitter for iPhone,Earl,Italian_greyhound,True,0.259916,16481,72191,,12,https://pbs.twimg.com/media/DEfjEaNXkAAtPlj.jpg,"This is Earl. He found a hat. Nervous about what you think of it. 12/10 it's delightful, Earl https://t.co/MYJvdlNRVa"
884876753390489601,2017-07-11 20:47:12,Twitter for iPhone,Lola,chow,True,0.822103,5084,26073,,13,https://pbs.twimg.com/media/DEe2tZXXkAAwyX3.jpg,This is Lola. It's her first time outside. Must test the earth and taste the atmosphere. 13/10 you're doing great Lola https://t.co/74TKAUsLkO
884562892145688576,2017-07-11 00:00:02,Twitter for iPhone,Kevin,pug,True,0.5464060000000001,4284,22753,,13,https://pbs.twimg.com/media/DEaZQkfXUAEC7qB.jpg,This is Kevin. He's just so happy. 13/10 what is your secret Kevin https://t.co/1r4MFCbCX5
884441805382717440,2017-07-10 15:58:53,Twitter for iPhone,,Pembroke,True,0.993225,5194,25370,,14,https://pbs.twimg.com/media/DEYrIZwWsAA2Wo5.jpg,"I present to you, Pup in Hat. Pup in Hat is great for all occasions. Extremely versatile. Compact as h*ck. 14/10 (IG: itselizabethgales) https://t.co/vvBOcC2VdC"
884162670584377345,2017-07-09 21:29:42,Twitter for iPhone,Yogi,German_shepherd,True,0.707046,2731,19114,doggo,12,https://pbs.twimg.com/media/DEUtQbzW0AUTv_o.jpg,Meet Yogi. He doesn't have any important dog meetings today he just enjoys looking his best at all times. 12/10 for dangerously dapper doggo https://t.co/YSI00BzTBZ
883838122936631299,2017-07-09 00:00:04,Twitter for iPhone,Noah,Doberman,True,0.610946,3133,20473,,12,https://pbs.twimg.com/media/DEQGFgAXUAAEvfi.jpg,This is Noah. He can't believe someone made this mess. Got the vacuum out for you though. Offered to help clean pup. 12/10 super good boy https://t.co/V85xujjDDY
883482846933004288,2017-07-08 00:28:19,Twitter for iPhone,Bella,golden_retriever,True,0.943082,9007,42883,,14,https://pbs.twimg.com/media/DELC9dZXUAADqUk.jpg,"This is Bella. She hopes her smile made you smile. If not, she is also offering you her favorite monkey. 13.5/10 https://t.co/qjrljjt948"
883360690899218434,2017-07-07 16:22:55,Twitter for iPhone,Grizzwald,chow,True,0.987997,3370,21229,floofer,13,https://pbs.twimg.com/media/DEJT3FeXoAAtwUy.jpg,Meet Grizzwald. He may be the floofiest floofer I ever did see. Lost eyes saving a schoolbus from a volcano erpuption. 13/10 heroic as h*ck https://t.co/rf661IFEYP
883117836046086144,2017-07-07 00:17:54,Twitter for iPhone,,golden_retriever,True,0.949562,6052,34751,,13,https://pbs.twimg.com/media/DEF2-_hXoAAs62q.jpg,"Please only send dogs. We don't rate mechanics, no matter how h*ckin good. Thank you... 13/10 would sneak a pat https://t.co/Se5fZ9wp5E"
882992080364220416,2017-07-06 15:58:11,Twitter for iPhone,Rusty,Eskimo_dog,True,0.466778,3548,22362,,13,https://pbs.twimg.com/media/DEEEnIqXYAAiJh_.jpg,This is Rusty. He wasn't ready for the first pic. Clearly puppared for the second. 13/10 confirmed great boy https://t.co/tyER0KpdXj
882762694511734784,2017-07-06 00:46:41,Twitter for iPhone,Gus,Labrador_retriever,True,0.85005,4453,26484,pupper,12,https://pbs.twimg.com/media/DEAz_HHXsAA-p_z.jpg,This is Gus. He's quite the cheeky pupper. Already perfected the disinterested wink. 12/10 would let steal my girl https://t.co/D43I96SlVu
882627270321602560,2017-07-05 15:48:34,Twitter for iPhone,Stanley,Pembroke,True,0.542982,5539,26226,,13,https://pbs.twimg.com/media/DD-40X3WAAAJPU5.jpg,This is Stanley. He has his first swim lesson today. Doggle straps adjusted. Ready to go. 13/10 Phelps is nervous (IG: stanleythe_corgi) https://t.co/Nx52PGwH94
882268110199369728,2017-07-04 16:01:23,Twitter for iPhone,Alfy,golden_retriever,True,0.762211,10553,41974,,13,https://pbs.twimg.com/media/DD5yKdPW0AArzX8.jpg,This is Alfy. You're witnessing his first watermelon experience. I think it was a success. 13/10 happy 4th Alfy 🇺🇸 https://t.co/fYP5RlutfA
882045870035918850,2017-07-04 01:18:17,Twitter for iPhone,Koko,web_site,False,0.949591,4460,27459,,13,https://pbs.twimg.com/media/DD2oCl2WAAEI_4a.jpg,"This is Koko. Her owner, inspired by Barney, recently built a cart for her to use during walks if she got tired. 13/10 rest easy Koko https://t.co/zeDpnsKX7w"
881906580714921986,2017-07-03 16:04:48,Twitter for iPhone,Rey,Weimaraner,True,0.291539,3099,22792,,12,https://pbs.twimg.com/media/DD0pWm9XcAAeSBL.jpg,This is Rey. He's a Benebop Cumberfloof. 12/10 dangerously pettable https://t.co/503CgWbhxQ
881666595344535552,2017-07-03 00:11:11,Twitter for iPhone,Gary,Saluki,True,0.529012,9731,47428,,13,https://pbs.twimg.com/media/DDxPFwbWAAEbVVR.jpg,This is Gary. He couldn't miss this puppertunity for a selfie. Flawless focusing skills. 13/10 would boop intensely https://t.co/7CSWCl8I6s
881536004380872706,2017-07-02 15:32:16,Twitter for iPhone,,Samoyed,True,0.281463,14555,46330,pupper,14,https://pbs.twimg.com/ext_tw_video_thumb/881535971568889856/pu/img/9bawiZ--8FKywTkz.jpg,"Here is a pupper approaching maximum borkdrive. Zooming at never before seen speeds. 14/10 paw-inspiring af 
(IG: puffie_the_chow) https://t.co/ghXBIIeQZF"
881268444196462592,2017-07-01 21:49:04,Twitter for iPhone,Elliot,tusker,False,0.473303,4809,21770,,12,https://pbs.twimg.com/media/DDrk-f9WAAI-WQv.jpg,Meet Elliot. He's a Canadian Forrest Pup. Unusual number of antlers for a dog. Sneaky tongue slip to celebrate #Canada150. 12/10 would pet https://t.co/cgwJwowTMC
880935762899988482,2017-06-30 23:47:07,Twitter for iPhone,Louis,street_sign,False,0.251801,2545,16004,,13,https://pbs.twimg.com/media/DDm2Z5aXUAEDS2u.jpg,This is Louis. He's crossing. It's a big deal. 13/10 h*ckin breathtaking https://t.co/D0wb1GlKAt
880872448815771648,2017-06-30 19:35:32,Twitter for iPhone,,Pembroke,True,0.791416,3490,19935,,12,https://pbs.twimg.com/media/DDl8zzJW0AAisCJ.jpg,Ugh not again. We only rate dogs. Please don't send in well-dressed  floppy-tongued street penguins. Dogs only please. Thank you... 12/10 https://t.co/WiAMbTkDPf
880465832366813184,2017-06-29 16:39:47,Twitter for iPhone,Bella,golden_retriever,True,0.913255,5673,26687,,12,https://pbs.twimg.com/media/DDgK-J4XUAIEV9W.jpg,This is Bella. She had her first beach experience this morning. Complete success. 12/10 would perform a sandy boop https://t.co/4VsFysDmiw
880221127280381952,2017-06-29 00:27:25,Twitter for iPhone,Jesse,Chihuahua,True,0.238525,3802,25247,,12,https://pbs.twimg.com/media/DDcscbXU0AIfDzs.jpg,Meet Jesse. He's a Fetty Woof. His tongue ejects without warning. A true bleptomaniac. 12/10 would snug well https://t.co/fUod0tVmvK
880095782870896641,2017-06-28 16:09:20,Twitter for iPhone,,miniature_pinscher,True,0.120298,3958,25860,,11,https://pbs.twimg.com/media/DDa6ckbXgAAM1vV.jpg,Please don't send in photos without dogs in them. We're not @porch_rates. Insubordinate and churlish. Pretty good porch tho 11/10 https://t.co/HauE8M3Bu4
